,Coin_Price,mark_price,timestamp,ask_iv,best_ask_price,bid_iv,best_bid_price,delta,theta,gamma,vega,rho,mark_iv,Coin_Name,Expiry_Date,Strike_Price,Option_Type,Market_Price,Time_To_Maturity,Risk_Free_Rate,mid_iv
245,56767.98,0.0119,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.10443,-17.01138,1e-05,48.14023,11.51754,56.55,BTC,2024-09-27,82000.0,Call,675.5389620000001,0.2165984368863843,0.0523694752512763,56.55
246,57652.8218,0.0129,2024-07-10 02:22:14,68.9,0.0145,0.0,0.011,0.79854,-111.27583,0.00036,4.46104,0.34299,49.89,BTC,2024-07-10,57000.0,Call,743.72140122,0.0007514423508652,0.0523009768750561,34.45
248,59311.4,0.1252,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.42327,-23.8077,1e-05,196.67029,126.78996,63.38,BTC,2025-03-28,76000.0,Call,7425.78728,0.7138661964492258,0.0495312563427249,63.38
250,60398.65,0.0868,2024-07-10 02:22:14,67.57,0.0865,66.67,0.0835,0.28456,-19.33518,1e-05,201.30153,115.26465,67.67,BTC,2025-06-27,110000.0,Call,5242.60282,0.9625000762306466,0.0479399995121238,67.12
252,56912.41,0.0011,2024-07-10 02:22:14,54.22,0.0013,51.99,0.001,0.02767,-12.47155,1e-05,7.64573,0.67321,53.1,BTC,2024-07-26,71000.0,Call,62.603651000000006,0.0444672893454007,0.052357807476149,53.105000000000004
254,60398.65,0.0535,2024-07-10 02:22:14,69.67,0.053,68.13,0.049,0.18896,-15.9123,1e-05,160.47692,78.95611,69.86,BTC,2025-06-27,140000.0,Call,3231.327775,0.9625000762306466,0.0479399995121238,68.9
255,56574.2,0.1858,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.85097,-24.84609,2e-05,49.57815,53.61821,52.13,BTC,2024-08-30,47000.0,Call,10511.48636,0.1400957046459471,0.0524821244160397,52.13
256,59311.82,0.1154,2024-07-10 02:22:14,64.21,0.113,63.29,0.11,0.39364,-23.99089,1e-05,193.03924,118.1455,64.94,BTC,2025-03-28,80000.0,Call,6844.584028,0.7138661964492258,0.0495312563427249,63.75
257,57204.79,0.3882,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.99885,-1.80555,0.0,0.36146,9.57951,100.0,BTC,2024-07-19,35000.0,Call,22206.899478,0.0253416062852914,0.0523329440881708,100.0
259,57686.08,0.0008,2024-07-10 02:22:14,56.06,0.001,52.26,0.0007,0.04812,-48.56022,4e-05,4.56122,0.17041,54.16,BTC,2024-07-12,62000.0,Call,46.148864,0.0062159232251821,0.0523080807001927,54.16
260,58250.3969,0.0656,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.24352,-27.23749,1e-05,134.77371,56.50633,80.44,BTC,2025-01-24,105000.0,Call,3821.226036640001,0.5417350489082422,0.0506328956869872,80.44
262,60399.64,0.1554,2024-07-10 02:22:14,65.39,0.157,64.49,0.1535,0.4518,-21.6712,1e-05,234.9924,172.79325,64.97,BTC,2025-06-27,80000.0,Call,9386.104056,0.9625000762306466,0.0479399995121238,64.94
263,56574.2,0.002,2024-07-10 02:22:14,57.56,0.002,55.68,0.0016,0.02644,-7.30245,1e-05,12.98678,1.94038,57.67,BTC,2024-08-30,88000.0,Call,113.1484,0.1400957046459471,0.0524821244160397,56.620000000000005
267,59311.95,0.1496,2024-07-10 02:22:14,63.54,0.1515,62.35,0.1475,0.48226,-24.10602,1e-05,199.99832,141.22753,62.98,BTC,2025-03-28,70000.0,Call,8873.067720000001,0.7138661964492258,0.0495312563427249,62.945
268,56913.16,0.0001,2024-07-10 02:22:14,0.0,0.0,89.31,0.0001,0.0026,-2.73753,0.0,0.96771,0.06249,92.23,BTC,2024-07-26,100000.0,Call,5.6913160000000005,0.0444672893454007,0.052357807476149,44.655
269,57653.1337,0.0288,2024-07-10 02:22:14,96.75,0.0305,0.0,0.0285,0.98075,-19.05704,6e-05,0.74354,0.4156,51.26,BTC,2024-07-10,56000.0,Call,1660.41025056,0.0007514423508652,0.0523009768750561,48.375
271,58251.0108,0.2798,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.70977,-27.57715,1e-05,147.28872,136.57298,74.52,BTC,2025-01-24,50000.0,Call,16298.63282184,0.5417350489082422,0.0506328956869872,74.52
275,56574.89,0.0241,2024-07-10 02:22:14,50.58,0.024,49.27,0.0225,0.2367,-32.30202,3e-05,65.42294,16.90005,50.64,BTC,2024-08-30,66000.0,Call,1363.454849,0.1400957046459471,0.0524821244160397,49.925
278,57779.94,0.0465,2024-07-10 02:22:14,0.0,0.0,29.55,0.0017,0.22565,-22.00848,1e-05,118.80804,48.49863,63.36,BTC,2024-12-27,88000.0,Call,2686.76721,0.4652323166678051,0.0511209679429557,14.775
279,56574.89,0.0001,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.00118,-0.60436,0.0,0.83395,0.08773,75.38,BTC,2024-08-30,140000.0,Call,5.657489,0.1400957046459471,0.0524821244160397,75.38
281,56574.89,0.2006,2024-07-10 02:22:14,55.32,0.2025,49.47,0.198,0.87303,-22.80922,2e-05,44.1282,53.43862,53.01,BTC,2024-08-30,46000.0,Call,11348.922934,0.1400957046459471,0.0524821244160397,52.394999999999996
282,59312.32,0.1395,2024-07-10 02:22:14,0.0,0.0,17.56,0.005,0.45049,-24.76926,1e-05,198.84627,132.3052,65.22,BTC,2025-03-28,74000.0,Call,8274.068640000001,0.7138661964492258,0.0495312563427249,8.78
285,59312.32,0.0873,2024-07-10 02:22:14,65.43,0.087,64.43,0.084,0.31744,-22.42919,1e-05,178.85166,97.71047,65.53,BTC,2025-03-28,90000.0,Call,5177.965536,0.7138661964492258,0.0495312563427249,64.93
288,56575.46,0.0046,2024-07-10 02:22:14,54.81,0.0046,52.57,0.0037,0.05702,-12.99626,1e-05,24.27086,4.16308,54.92,BTC,2024-08-30,80000.0,Call,260.247116,0.1400957046459471,0.0524821244160397,53.69
290,56913.63,0.1155,2024-07-10 02:22:14,243.4,0.2485,0.0,0.0,0.83171,-53.57815,4e-05,30.21643,18.17838,57.72,BTC,2024-07-26,51000.0,Call,6573.524265,0.0444672893454007,0.052357807476149,121.7
291,56845.578,0.1206,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.71824,-73.28066,3e-05,49.22681,22.34711,71.48,BTC,2024-08-02,52000.0,Call,6855.5767068000005,0.06359297240551,0.0523826708641271,71.48
292,56769.99,0.0267,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.20916,-25.89197,2e-05,76.42072,22.70321,54.22,BTC,2024-09-27,72000.0,Call,1515.758733,0.2165984368863843,0.0523694752512763,54.22
296,56845.578,0.0667,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.49571,-89.75131,4e-05,58.16058,16.04018,74.1,BTC,2024-08-02,58000.0,Call,3791.6000526,0.06359297240551,0.0523826708641271,74.1
298,59313.19,0.667,2024-07-10 02:22:14,74.79,0.669,0.0,0.6625,0.98389,-2.68931,0.0,20.20576,134.54877,69.55,BTC,2025-03-28,20000.0,Call,39561.89773,0.7138661964492258,0.0495312563427249,37.395
303,56770.37,0.8238,2024-07-10 02:22:14,151.75,0.8245,0.0,0.0,1.0,0.0,0.0,0.0,21.71937,0.1,BTC,2024-09-27,10000.0,Call,46767.430806,0.2165984368863843,0.0523694752512763,75.875
306,59313.35,0.3766,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.81014,-18.21456,1e-05,136.30629,184.58267,70.02,BTC,2025-03-28,42000.0,Call,22337.40761,0.7138661964492258,0.0495312563427249,70.02
308,59313.35,0.0275,2024-07-10 02:22:14,70.04,0.029,68.27,0.026,0.11995,-13.28101,1e-05,100.35515,39.25886,69.16,BTC,2025-03-28,140000.0,Call,1631.117125,0.7138661964492258,0.0495312563427249,69.155
315,57781.6,0.104,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.4268,-27.51464,2e-05,155.12089,87.39984,60.67,BTC,2024-12-27,68000.0,Call,6009.2864,0.4652323166678051,0.0511209679429557,60.67
317,57781.6,0.0287,2024-07-10 02:22:14,64.72,0.0295,63.79,0.028,0.15145,-17.47405,1e-05,92.60789,33.07372,64.26,BTC,2024-12-27,100000.0,Call,1658.33192,0.4652323166678051,0.0511209679429557,64.255
320,59313.07,0.4646,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.87392,-14.97364,1e-05,104.06864,174.28375,75.4,BTC,2025-03-28,35000.0,Call,27556.852322,0.7138661964492258,0.0495312563427249,75.4
321,57671.1931,0.0025,2024-07-10 02:22:14,51.81,0.0025,47.39,0.0019,0.1561,-141.3529,0.00014,8.16458,0.30987,51.46,BTC,2024-07-11,59500.0,Call,144.17798274999998,0.0034836827880236,0.0523045287876244,49.6
322,57781.49,0.0245,2024-07-10 02:22:14,65.82,0.0255,64.44,0.0235,0.13132,-16.07865,1e-05,84.07178,28.79527,65.13,BTC,2024-12-27,105000.0,Call,1415.646505,0.4652323166678051,0.0511209679429557,65.13
323,59313.07,0.3261,2024-07-10 02:22:14,62.21,0.327,59.57,0.3205,0.78509,-17.34451,1e-05,146.59425,194.89539,61.83,BTC,2025-03-28,45000.0,Call,19341.992127,0.7138661964492258,0.0495312563427249,60.89
325,56847.098,0.0893,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.60713,-83.44623,4e-05,56.05561,19.36522,71.48,BTC,2024-08-02,55000.0,Call,5076.4458514,0.06359297240551,0.0523826708641271,71.48
326,59313.07,0.0993,2024-07-10 02:22:14,64.85,0.099,63.89,0.096,0.35198,-23.15147,1e-05,186.25567,107.27359,64.95,BTC,2025-03-28,85000.0,Call,5889.787851,0.7138661964492258,0.0495312563427249,64.37
327,57671.193,0.0253,2024-07-10 02:22:14,65.28,0.0275,0.0,0.0,0.74425,-232.74324,0.00017,10.96795,1.4499,54.17,BTC,2024-07-11,56500.0,Call,1459.0811829,0.0034836827880236,0.0523045287876244,32.64
328,56770.51,0.0109,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.09513,-16.2703,1e-05,44.9684,10.48631,57.9,BTC,2024-09-27,84000.0,Call,618.7985590000001,0.2165984368863843,0.0523694752512763,57.9
329,56847.098,0.0389,2024-07-10 02:22:14,0.0,0.0,74.08,0.037,0.33417,-84.19357,3e-05,53.05654,11.03604,76.18,BTC,2024-08-02,63000.0,Call,2211.3521122,0.06359297240551,0.0523826708641271,37.04
330,56575.66,0.0072,2024-07-10 02:22:14,53.95,0.0075,51.29,0.006,0.08521,-17.25384,1e-05,33.05872,6.1965,53.53,BTC,2024-08-30,76000.0,Call,407.344752,0.1400957046459471,0.0524821244160397,52.620000000000005
331,56770.3,0.3036,2024-07-10 02:22:14,59.79,0.307,50.83,0.3015,0.93349,-11.76804,1e-05,34.14792,77.66188,54.64,BTC,2024-09-27,40000.0,Call,17235.46308,0.2165984368863843,0.0523694752512763,55.31
333,60401.77,0.613,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.93984,-7.63731,0.0,70.90449,190.95418,76.05,BTC,2025-06-27,25000.0,Call,37026.28501,0.9625000762306466,0.0479399995121238,76.05
336,56914.52,0.0005,2024-07-10 02:22:14,60.49,0.0006,55.5,0.0003,0.01235,-7.01173,0.0,3.84857,0.30036,59.31,BTC,2024-07-26,76000.0,Call,28.45726,0.0444672893454007,0.052357807476149,57.995000000000005
340,58252.7454,0.3272,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.7712,-24.56567,1e-05,130.22821,141.01051,75.08,BTC,2025-01-24,45000.0,Call,19060.29829488,0.5417350489082422,0.0506328956869872,75.08
341,56575.2,0.0085,2024-07-10 02:22:14,52.66,0.009,51.14,0.008,0.09977,-18.80219,2e-05,37.15098,7.25433,51.9,BTC,2024-08-30,74000.0,Call,480.8892,0.1400957046459471,0.0524821244160397,51.9
342,56574.95,0.0029,2024-07-10 02:22:14,55.87,0.0029,54.5,0.0025,0.03759,-9.47934,1e-05,17.37005,2.75444,55.97,BTC,2024-08-30,84000.0,Call,164.067355,0.1400957046459471,0.0524821244160397,55.185
343,59312.53,0.3803,2024-07-10 02:22:14,62.54,0.382,59.29,0.3755,0.84509,-14.11453,1e-05,119.53069,197.33654,61.7,BTC,2025-03-28,40000.0,Call,22556.555159,0.7138661964492258,0.0495312563427249,60.915
344,56846.972,0.2166,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.91132,-35.3808,2e-05,23.41694,25.97663,72.55,BTC,2024-08-02,45000.0,Call,12313.0541352,0.06359297240551,0.0523826708641271,72.55
346,56574.95,0.0975,2024-07-10 02:22:14,50.39,0.0985,48.62,0.096,0.63429,-38.64693,4e-05,79.75642,42.66163,49.69,BTC,2024-08-30,54000.0,Call,5516.057625,0.1400957046459471,0.0524821244160397,49.504999999999995
347,56770.3,0.6128,2024-07-10 02:22:14,102.2,0.615,0.0,0.0,0.99703,-1.19788,0.0,2.39663,47.37173,79.25,BTC,2024-09-27,22000.0,Call,34788.83984,0.2165984368863843,0.0523694752512763,51.1
348,56770.3,0.0017,2024-07-10 02:22:14,63.94,0.0019,61.96,0.0015,0.01752,-4.54511,0.0,11.44776,1.95221,62.95,BTC,2024-09-27,110000.0,Call,96.50951,0.2165984368863843,0.0523694752512763,62.95
349,58252.4208,0.0682,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.2565,-27.0649,1e-05,138.54532,59.79516,77.75,BTC,2025-01-24,100000.0,Call,3972.81509856,0.5417350489082422,0.0506328956869872,77.75
350,59312.21,0.3273,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.76847,-19.32652,1e-05,153.1576,187.85201,66.12,BTC,2025-03-28,46000.0,Call,19412.886333,0.7138661964492258,0.0495312563427249,66.12
352,56846.656,0.099,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.64501,-80.80149,4e-05,54.27899,20.41669,71.48,BTC,2024-08-02,54000.0,Call,5627.818944000001,0.06359297240551,0.0523826708641271,71.48
353,56770.11,0.5779,2024-07-10 02:22:14,100.0,0.581,0.0,0.0,0.99512,-1.81301,0.0,3.74281,51.44959,76.8,BTC,2024-09-27,24000.0,Call,32807.446569,0.2165984368863843,0.0523694752512763,50.0
356,57206.67,0.0137,2024-07-10 02:22:14,50.36,0.014,47.58,0.0125,0.28753,-83.4842,8e-05,31.0924,3.98115,49.81,BTC,2024-07-19,60000.0,Call,783.731379,0.0253416062852914,0.0523329440881708,48.97
358,56770.2,0.0482,2024-07-10 02:22:14,52.84,0.048,51.95,0.0465,0.3353,-32.19523,3e-05,96.42278,35.40472,52.94,BTC,2024-09-27,65000.0,Call,2736.32364,0.2165984368863843,0.0523694752512763,52.395
360,56770.2,0.0006,2024-07-10 02:22:14,69.39,0.0008,64.54,0.0004,0.00624,-1.9667,0.0,4.65733,0.69854,66.97,BTC,2024-09-27,130000.0,Call,34.06211999999999,0.2165984368863843,0.0523694752512763,66.965
361,57780.85,0.0763,2024-07-10 02:22:14,61.07,0.076,60.27,0.074,0.33892,-25.9417,2e-05,144.42932,70.80497,61.17,BTC,2024-12-27,75000.0,Call,4408.678855,0.4652323166678051,0.0511209679429557,60.67
362,57686.33,0.3066,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.99998,-0.08516,0.0,0.00513,3.29822,100.0,BTC,2024-07-12,40000.0,Call,17686.628778,0.0062159232251821,0.0523080807001927,100.0
367,57781.07,0.0087,2024-07-10 02:22:14,70.49,0.0095,68.42,0.008,0.05172,-8.52799,0.0,41.81686,11.58923,69.45,BTC,2024-12-27,140000.0,Call,502.695309,0.4652323166678051,0.0511209679429557,69.455
368,59312.31,0.2793,2024-07-10 02:22:14,62.21,0.2795,60.09,0.2735,0.72165,-20.02773,1e-05,168.44078,187.8128,62.13,BTC,2025-03-28,50000.0,Call,16565.928183,0.7138661964492258,0.0495312563427249,61.150000000000006
372,57686.49,0.0004,2024-07-10 02:22:14,59.85,0.0006,0.0,0.0,0.02363,-22.11904,2e-05,2.54009,0.08368,55.6,BTC,2024-07-12,63000.0,Call,23.074596,0.0062159232251821,0.0523080807001927,29.925
375,57206.95,0.3009,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.99665,-3.91263,0.0,0.9583,10.91468,81.74,BTC,2024-07-19,40000.0,Call,17213.571255,0.0253416062852914,0.0523329440881708,81.74
382,56769.64,0.0066,2024-07-10 02:22:14,58.7,0.0065,56.84,0.0055,0.06125,-11.87826,1e-05,32.02881,6.74392,58.8,BTC,2024-09-27,90000.0,Call,374.679624,0.2165984368863843,0.0523694752512763,57.77
384,60400.52,0.1642,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.47644,-21.16859,1e-05,236.55894,182.37749,63.18,BTC,2025-06-27,76000.0,Call,9917.765384,0.9625000762306466,0.0479399995121238,63.18
385,60400.52,0.3616,2024-07-10 02:22:14,64.52,0.3665,61.39,0.3575,0.78393,-15.50198,1e-05,173.88261,246.20467,62.81,BTC,2025-06-27,45000.0,Call,21840.828032,0.9625000762306466,0.0479399995121238,62.955
389,57685.45,0.0002,2024-07-10 02:22:14,76.83,0.0003,67.1,0.0001,0.00961,-10.44899,1e-05,1.17311,0.03394,71.96,BTC,2024-07-12,66000.0,Call,11.53709,0.0062159232251821,0.0523080807001927,71.965
390,57780.2,0.0047,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.02847,-5.51341,0.0,25.76588,6.44573,73.19,BTC,2024-12-27,170000.0,Call,271.56694,0.4652323166678051,0.0511209679429557,73.19
395,57206.36,0.0004,2024-07-10 02:22:14,62.52,0.0004,57.49,0.0002,0.01101,-8.78307,1e-05,2.64219,0.15478,61.67,BTC,2024-07-19,72000.0,Call,22.882544000000003,0.0253416062852914,0.0523329440881708,60.005
400,59311.33,0.0139,2024-07-10 02:22:14,73.53,0.0155,70.73,0.0125,0.06491,-8.77002,0.0,63.55971,21.6468,72.1,BTC,2025-03-28,180000.0,Call,824.4274869999999,0.7138661964492258,0.0495312563427249,72.13
401,56845.502,0.068,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.52843,-81.9251,4e-05,58.00691,17.21071,67.8,BTC,2024-08-02,57000.0,Call,3865.494136,0.06359297240551,0.0523826708641271,67.8
406,59310.66,0.2798,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.66152,-27.27822,1e-05,183.80824,162.51773,77.77,BTC,2025-03-28,56000.0,Call,16595.122668,0.7138661964492258,0.0495312563427249,77.77
407,58251.3015,0.085,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.29898,-30.15445,1e-05,149.32045,67.94477,80.38,BTC,2025-01-24,95000.0,Call,4951.3606275,0.5417350489082422,0.0506328956869872,80.38
411,56769.24,0.5603,2024-07-10 02:22:14,91.43,0.5625,0.0,0.525,0.99422,-2.05407,0.0,4.35103,53.4985,74.85,BTC,2024-09-27,25000.0,Call,31807.805172,0.2165984368863843,0.0523694752512763,45.715
412,57204.2,0.0002,2024-07-10 02:22:14,309.42,0.1095,0.0,0.0,0.00753,-6.30143,0.0,1.89563,0.10606,61.67,BTC,2024-07-19,73000.0,Call,11.44084,0.0253416062852914,0.0523329440881708,154.71
415,56572.11,0.0024,2024-07-10 02:22:14,56.72,0.0024,55.11,0.002,0.03143,-8.30646,1e-05,14.993,2.3048,56.82,BTC,2024-08-30,86000.0,Call,135.77306399999998,0.1400957046459471,0.0524821244160397,55.915
417,56845.772,0.1326,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.75233,-68.8634,3e-05,46.10017,23.17187,71.73,BTC,2024-08-02,51000.0,Call,7537.749367199999,0.06359297240551,0.0523826708641271,71.73
419,56845.22,0.2014,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.89078,-41.21069,2e-05,27.27547,25.77728,72.55,BTC,2024-08-02,46000.0,Call,11448.627308,0.06359297240551,0.0523826708641271,72.55
423,56759.11,0.2721,2024-07-10 02:22:14,57.46,0.275,50.34,0.2695,0.90764,-14.85983,1e-05,43.78923,78.35483,53.8,BTC,2024-09-27,42000.0,Call,15444.153831,0.2165984368863843,0.0523694752512763,53.900000000000006
425,56759.11,0.0082,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.07369,-13.68905,1e-05,37.11549,8.15004,59.02,BTC,2024-09-27,88000.0,Call,465.424702,0.2165984368863843,0.0523694752512763,59.02
427,59300.29,0.1395,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.45997,-23.85089,1e-05,199.34114,136.33206,62.64,BTC,2025-03-28,72000.0,Call,8272.390455,0.7138661964492258,0.0495312563427249,62.64
429,57667.0983,0.0562,2024-07-10 02:22:14,84.05,0.058,0.0,0.0545,0.92939,-118.85798,6e-05,4.60795,1.76001,65.81,BTC,2024-07-11,54500.0,Call,3240.89092446,0.0034836827880236,0.0523045287876244,42.025
430,60389.68,0.3779,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.79231,-15.69999,1e-05,170.05115,242.06612,65.18,BTC,2025-06-27,44000.0,Call,22821.260072,0.9625000762306466,0.0479399995121238,65.18
431,57678.39,0.0506,2024-07-10 02:22:14,68.76,0.052,45.84,0.048,0.84045,-150.59049,9e-05,11.06102,2.84025,61.96,BTC,2024-07-12,55000.0,Call,2918.526534,0.0062159232251821,0.0523080807001927,57.300000000000004
432,56902.96,0.05,2024-07-10 02:22:14,51.6,0.0515,47.36,0.048,0.58115,-71.70119,7e-05,46.94248,13.47903,49.72,BTC,2024-07-26,56000.0,Call,2845.148,0.0444672893454007,0.052357807476149,49.480000000000004
433,57667.0983,0.0137,2024-07-10 02:22:14,55.16,0.0145,48.76,0.013,0.54375,-274.65205,0.00022,13.52998,1.07,51.88,BTC,2024-07-11,57500.0,Call,790.03924671,0.0034836827880236,0.0523045287876244,51.959999999999994
434,59303.99,0.0827,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.30404,-21.98833,1e-05,175.75247,94.23978,65.56,BTC,2025-03-28,92000.0,Call,4904.439973,0.7138661964492258,0.0495312563427249,65.56
435,56564.43,0.0169,2024-07-10 02:22:14,0.0,0.0,49.67,0.015,0.17658,-27.71105,2e-05,54.96493,12.68667,51.71,BTC,2024-08-30,69000.0,Call,955.938867,0.1400957046459471,0.0524821244160397,24.835
444,56906.69,0.0001,2024-07-10 02:22:14,0.0,0.0,77.47,0.0001,0.00294,-2.65644,0.0,1.08162,0.07117,80.08,BTC,2024-07-26,92000.0,Call,5.690669000000001,0.0444672893454007,0.052357807476149,38.735
448,60396.95,0.3526,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.75107,-18.2891,1e-05,188.31958,232.77233,68.57,BTC,2025-06-27,48000.0,Call,21295.96457,0.9625000762306466,0.0479399995121238,68.57
449,56565.45,0.0003,2024-07-10 02:22:14,67.96,0.0005,62.02,0.0002,0.00455,-1.78621,0.0,2.82035,0.33614,64.98,BTC,2024-08-30,110000.0,Call,16.969634999999997,0.1400957046459471,0.0524821244160397,64.99
451,59306.97,0.3428,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.79383,-17.61668,1e-05,143.25114,191.99568,64.44,BTC,2025-03-28,44000.0,Call,20330.429316,0.7138661964492258,0.0495312563427249,64.44
452,60396.95,0.0306,2024-07-10 02:22:14,72.04,0.031,69.9,0.027,0.11619,-11.83061,0.0,116.01697,49.8804,71.85,BTC,2025-06-27,180000.0,Call,1848.14667,0.9625000762306466,0.0479399995121238,70.97
453,59306.97,0.0412,2024-07-10 02:22:14,68.04,0.0425,66.88,0.04,0.17122,-16.46765,1e-05,127.55738,55.17988,67.46,BTC,2025-03-28,120000.0,Call,2443.447164,0.7138661964492258,0.0495312563427249,67.46000000000001
455,56764.55,0.0206,2024-07-10 02:22:14,54.88,0.0205,53.58,0.019,0.16874,-23.10068,2e-05,66.62716,18.26351,54.98,BTC,2024-09-27,75000.0,Call,1169.34973,0.2165984368863843,0.0523694752512763,54.230000000000004
456,56905.75,0.0001,2024-07-10 02:22:14,75.94,0.0002,71.07,0.0001,0.00318,-2.61015,0.0,1.15797,0.07706,73.49,BTC,2024-07-26,88000.0,Call,5.690575,0.0444672893454007,0.052357807476149,73.505
457,56564.83,0.0146,2024-07-10 02:22:14,51.42,0.0145,49.71,0.013,0.15687,-25.57273,2e-05,50.92323,11.3082,51.5,BTC,2024-08-30,70000.0,Call,825.8465180000001,0.1400957046459471,0.0524821244160397,50.565
459,59306.97,0.2798,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.69718,-22.77728,1e-05,175.44531,177.69501,68.03,BTC,2025-03-28,52000.0,Call,16594.090206,0.7138661964492258,0.0495312563427249,68.03
461,56564.83,0.1078,2024-07-10 02:22:14,50.65,0.109,47.7,0.105,0.67084,-37.22241,3e-05,76.7009,44.74137,49.77,BTC,2024-08-30,53000.0,Call,6097.688674000001,0.1400957046459471,0.0524821244160397,49.175
462,59307.01,0.0757,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.28403,-21.30002,1e-05,170.31442,88.6858,65.54,BTC,2025-03-28,95000.0,Call,4489.5406570000005,0.7138661964492258,0.0495312563427249,65.54
464,57682.04,0.0002,2024-07-10 02:22:14,98.12,0.0003,86.32,0.0001,0.0077,-10.43414,1e-05,0.96563,0.02706,92.22,BTC,2024-07-12,69000.0,Call,11.536408000000002,0.0062159232251821,0.0523080807001927,92.22
465,56904.92,0.016,2024-07-10 02:22:14,49.65,0.016,47.49,0.015,0.26756,-59.50691,6e-05,39.55047,6.38237,48.98,BTC,2024-07-26,61000.0,Call,910.47872,0.0444672893454007,0.052357807476149,48.57
466,56904.92,0.0261,2024-07-10 02:22:14,49.43,0.0265,47.57,0.025,0.3829,-68.99569,6e-05,45.85902,9.05318,48.98,BTC,2024-07-26,59000.0,Call,1485.218412,0.0444672893454007,0.052357807476149,48.5
468,57199.32,0.0338,2024-07-10 02:22:14,51.57,0.035,49.2,0.0335,0.53332,-98.48349,9e-05,36.25011,7.26159,50.4,BTC,2024-07-19,57000.0,Call,1933.337016,0.0253416062852914,0.0523329440881708,50.385000000000005
469,57198.95,0.0002,2024-07-10 02:22:14,72.43,0.0003,64.4,0.0001,0.00536,-5.1706,0.0,1.40233,0.07527,68.4,BTC,2024-07-19,76000.0,Call,11.43979,0.0253416062852914,0.0523329440881708,68.415
470,57198.95,0.0021,2024-07-10 02:22:14,51.27,0.0022,49.7,0.0019,0.06091,-29.92945,3e-05,10.99015,0.85547,50.52,BTC,2024-07-19,65000.0,Call,120.117795,0.0253416062852914,0.0523329440881708,50.485
476,56904.8,0.0001,2024-07-10 02:22:14,67.98,0.0003,60.77,0.0001,0.00365,-2.53226,0.0,1.31065,0.08893,62.91,BTC,2024-07-26,82000.0,Call,5.690480000000001,0.0444672893454007,0.052357807476149,64.375
478,57198.95,0.0983,2024-07-10 02:22:14,66.36,0.101,52.62,0.096,0.85424,-66.69595,4e-05,20.85661,10.98919,59.33,BTC,2024-07-19,52000.0,Call,5622.656784999999,0.0253416062852914,0.0523329440881708,59.489999999999995
482,56763.83,0.5078,2024-07-10 02:22:14,81.73,0.51,0.0,0.005,0.99073,-2.87611,0.0,6.59701,59.53487,69.12,BTC,2024-09-27,28000.0,Call,28824.672874000004,0.2165984368863843,0.0523694752512763,40.865
484,58244.7877,0.3822,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.82865,-20.9614,1e-05,109.38715,141.78651,76.27,BTC,2025-01-24,40000.0,Call,22261.15785894,0.5417350489082422,0.0506328956869872,76.27
486,56904.15,0.004,2024-07-10 02:22:14,50.22,0.0042,48.71,0.0037,0.08645,-28.8621,3e-05,18.93586,2.0921,49.61,BTC,2024-07-26,66000.0,Call,227.6166,0.0444672893454007,0.052357807476149,49.465
